id_compra,id_jugador,id_juego,monto,fecha
3060,1549,23,44.67,2/3/2025
3747,1077,215,44.67,4/16/2025
3160,2372,19,44.66,3/27/2025
4835,4499,342,44.66,1/8/2025
2580,2528,177,44.65,4/1/2025
7550,3443,114,44.64,12/27/2024
5167,1528,235,44.62,4/30/2025
2339,249,41,44.61,6/18/2025
2576,706,249,44.61,5/23/2025
3045,3978,293,44.61,2/7/2025
3130,3666,287,44.61,2/18/2025
5438,4211,26,44.61,1/25/2025
6198,4403,52,44.61,5/16/2025
6782,29,324,44.61,3/7/2025
2364,1344,86,44.6,6/10/2025
528,3412,113,44.59,5/4/2025
5981,4261,243,44.56,2/21/2025
7822,316,24,44.56,4/27/2025
298,3225,328,44.55,1/25/2025
7499,1925,31,44.55,2/18/2025
614,3666,293,44.53,1/17/2025
2642,4876,248,44.52,4/14/2025
4453,2858,338,44.52,5/5/2025
4589,661,223,44.51,5/24/2025
5044,2894,122,44.5,2/19/2025
6891,3935,78,44.49,1/6/2025
7094,2317,198,44.48,2/6/2025
214,182,281,44.45,4/6/2025
7270,705,258,44.44,6/5/2025
3412,4175,168,44.41,4/20/2025
4407,276,93,44.41,6/16/2025
3664,203,103,44.4,5/11/2025
7634,382,83,44.4,3/22/2025
2893,243,39,44.39,2/14/2025
3745,4858,247,44.39,2/27/2025
746,2632,262,44.38,6/1/2025
6343,3857,118,44.36,2/23/2025
304,4223,20,44.35,6/1/2025
2136,2524,250,44.34,5/12/2025
2944,1559,257,44.34,12/28/2024
4809,2132,38,44.34,4/20/2025
3001,795,62,44.33,3/27/2025
5027,504,259,44.28,3/10/2025
3384,,230,44.27,5/26/2025
8,1683,120,44.24,5/15/2025
236,,238,44.24,2/26/2025
1131,2064,165,44.23,5/3/2025
5968,3395,286,44.23,4/8/2025
1664,900,30,44.21,5/25/2025
4502,4730,76,44.2,5/29/2025
7326,4736,190,44.2,4/22/2025
3654,3295,270,44.19,6/5/2025
4716,3510,260,44.16,5/21/2025
4489,4777,56,44.15,1/14/2025
6262,,306,44.15,4/26/2025
1661,2546,123,44.13,3/29/2025
1401,1758,79,44.11,2/15/2025
2530,1294,122,44.11,6/3/2025
5412,2947,139,44.11,2/4/2025
462,2719,221,44.1,1/3/2025
3362,2907,335,44.09,6/7/2025
4575,2281,268,44.09,12/26/2024
6371,607,75,44.09,4/5/2025
7589,3832,27,44.09,1/10/2025
3716,2009,37,44.07,1/13/2025
4848,1647,270,44.07,5/8/2025
141,3299,292,44.04,2/19/2025
4782,4552,173,44.03,6/5/2025
6191,816,318,44.03,3/31/2025
4526,4293,266,44.02,1/1/2025
1710,2255,94,44,1/27/2025
2300,4469,328,44,4/15/2025
3544,4080,168,44,5/23/2025
5250,4461,208,44,2/26/2025
6207,3641,338,44,12/27/2024
6998,2890,175,44,1/19/2025
2369,227,251,43.98,5/2/2025
5170,871,61,43.98,3/2/2025
5853,4997,14,43.97,2/28/2025
7692,3075,116,43.97,3/25/2025
7973,1771,68,43.97,2/28/2025
5211,1032,48,43.96,3/30/2025
7277,2842,298,43.92,2/7/2025
2058,4985,259,43.91,6/4/2025
929,3955,135,43.9,5/29/2025
4961,200,216,43.88,3/9/2025
4529,1476,132,43.87,2/15/2025
4384,,265,43.86,2/26/2025
5145,3467,175,43.86,3/6/2025
5487,2211,337,43.86,4/20/2025
33,4366,265,43.85,4/29/2025
1295,3198,65,43.82,3/13/2025
3665,3592,350,43.82,5/3/2025
5656,4206,160,43.81,1/8/2025
897,286,163,43.79,6/16/2025
2900,4399,171,43.79,1/18/2025
2383,4134,158,43.78,5/15/2025
2873,1240,33,43.78,1/25/2025
3014,4731,272,43.78,6/3/2025
3404,4563,304,43.77,6/11/2025
6887,2121,56,43.77,1/17/2025
6334,4819,336,43.76,1/21/2025
3535,4214,44,43.75,12/27/2024
468,4823,326,43.74,6/10/2025
4268,1573,180,43.74,5/6/2025
6566,147,103,43.74,3/19/2025
7334,819,236,43.74,3/14/2025
2783,4265,16,43.73,5/21/2025
2350,1880,313,43.71,5/7/2025
3227,4297,12,43.71,4/1/2025
7082,684,129,43.7,2/14/2025
6683,2351,84,43.69,3/31/2025
5625,4065,16,43.67,6/18/2025
2646,3407,133,43.66,2/24/2025
5425,191,20,43.66,6/15/2025
6263,2132,219,43.66,6/21/2025
6631,2883,329,43.65,4/4/2025
7046,3866,174,43.65,1/31/2025
7652,807,215,43.65,4/10/2025
2411,2741,315,43.63,2/22/2025
5462,3171,315,43.63,5/29/2025
5279,3129,62,43.62,2/17/2025
7710,2147,61,43.62,3/1/2025
3666,2394,258,43.6,4/1/2025
5458,3965,94,43.6,5/17/2025
2837,4150,242,43.58,2/6/2025
2993,1256,143,43.57,3/2/2025
5046,743,154,43.57,2/6/2025
5702,4412,165,43.56,4/10/2025
6327,856,306,43.56,3/22/2025
6358,4078,8,43.56,1/20/2025
3648,3211,30,43.55,4/11/2025
4472,,242,43.55,3/9/2025
5712,4923,173,43.55,5/28/2025
6625,3851,91,43.55,2/12/2025
1478,4365,57,43.54,1/11/2025
2994,1366,203,43.54,5/27/2025
2727,369,281,43.53,3/9/2025
6648,1126,48,43.53,3/3/2025
6758,2681,125,43.53,12/29/2024
7916,3675,130,43.53,4/6/2025
2962,3147,335,43.52,4/26/2025
6641,614,346,43.52,5/26/2025
6492,2297,63,43.51,1/16/2025
6426,2276,101,43.5,1/14/2025
7663,1926,299,43.5,12/30/2024
7703,4176,194,43.48,3/27/2025
7700,4113,74,43.47,1/22/2025
6807,2678,5,43.46,4/18/2025
221,2235,135,43.45,2/12/2025
6029,4728,163,43.45,3/9/2025
7305,587,154,43.45,1/14/2025
4577,4013,298,43.44,3/14/2025
6575,2151,26,43.44,4/3/2025
5187,4702,113,43.43,1/27/2025
4597,4172,206,43.42,5/17/2025
7894,2601,206,43.41,4/21/2025
2871,4259,224,43.4,4/1/2025
4491,148,86,43.38,1/7/2025
4778,2963,249,43.38,3/10/2025
5788,307,61,43.35,12/27/2024
4947,1039,310,43.34,3/13/2025
2260,3267,255,43.33,5/15/2025
4070,3953,23,43.33,4/20/2025
422,203,317,43.3,3/19/2025
6589,2611,224,43.3,5/19/2025
1050,4569,132,43.25,5/11/2025
6211,3978,337,43.25,5/29/2025
6357,2593,144,43.24,4/2/2025
496,2972,117,43.23,1/8/2025
1020,86,259,43.23,12/25/2024
1579,2587,266,43.23,5/29/2025
1839,532,294,43.23,6/4/2025
7555,2368,75,43.23,5/23/2025
796,1191,320,43.22,6/15/2025
6323,3322,134,43.22,1/13/2025
4976,966,239,43.21,2/8/2025
5384,816,48,43.2,3/6/2025
1294,712,135,43.19,4/5/2025
1438,1995,140,43.19,5/1/2025
6013,4796,166,43.19,1/13/2025
1267,3482,214,43.18,3/27/2025
3430,37,141,43.17,2/7/2025
3965,2854,271,43.17,3/15/2025
4203,3919,309,43.16,5/30/2025
121,912,318,43.14,1/27/2025
15,103,72,43.13,3/7/2025
7405,2196,224,43.13,3/8/2025
4946,4981,219,43.12,1/8/2025
5053,1671,255,43.11,1/24/2025
3401,2121,157,43.1,1/27/2025
364,,247,43.09,6/9/2025
5937,1652,94,43.06,2/4/2025
7219,462,246,43.06,3/17/2025
6132,1990,235,43.05,3/19/2025
998,1338,207,43.03,2/10/2025
3820,4282,250,43.03,1/22/2025
36,3662,22,43,2/22/2025
4341,2420,328,43,2/24/2025
62,2655,115,42.99,5/8/2025
5844,2332,187,42.99,4/10/2025
476,633,138,42.97,3/5/2025
6409,4080,270,42.97,1/24/2025
942,1187,197,42.96,5/2/2025
89,2551,295,42.95,4/11/2025
754,2530,277,42.92,5/15/2025
6608,1483,179,42.92,2/10/2025
6804,42,317,42.91,1/11/2025
4709,4772,131,42.9,2/17/2025
6802,295,326,42.89,5/23/2025
3228,,207,42.88,5/20/2025
2477,3909,135,42.87,5/29/2025
3486,4811,250,42.86,3/23/2025
4527,4323,307,42.86,3/9/2025
6916,3367,210,42.86,2/23/2025
7579,4561,270,42.85,5/27/2025
3579,3707,292,42.84,4/18/2025
789,1469,4,42.83,2/23/2025
5137,,239,42.83,2/14/2025
5241,4876,40,42.83,3/7/2025
3132,4390,13,42.82,3/17/2025
2690,1604,52,42.81,4/4/2025
3935,4197,108,42.81,2/17/2025
2286,3937,311,42.8,6/12/2025
2706,263,117,42.78,4/9/2025
37,1011,82,42.77,1/1/2025
888,2227,95,42.76,5/19/2025
6316,52,322,42.74,4/22/2025
7104,4758,47,42.74,3/17/2025
4143,,6,42.72,4/7/2025
6418,4561,101,42.71,5/2/2025
6370,1263,155,42.7,5/26/2025
890,1368,73,42.69,4/29/2025
2589,3469,260,42.69,4/6/2025
5648,582,248,42.69,1/26/2025
771,3767,120,42.68,6/3/2025
7135,4810,159,42.67,3/9/2025
7794,,126,42.67,4/6/2025
3494,3589,9,42.65,1/6/2025
5470,4060,21,42.65,3/1/2025
5909,2813,127,42.63,3/19/2025
7255,3327,103,42.63,6/17/2025
231,2593,205,42.62,1/4/2025
546,4689,236,42.62,1/22/2025
3798,1683,348,42.62,5/4/2025
867,4612,7,42.61,1/24/2025
3790,2758,89,42.6,2/16/2025
5826,1501,227,42.6,4/27/2025
3370,4420,128,42.59,3/17/2025
904,4968,88,42.58,2/9/2025
2729,2681,74,42.58,4/9/2025
3857,1284,164,42.57,5/19/2025
5397,,229,42.56,5/22/2025
6996,1736,253,42.56,1/2/2025
2406,2672,182,42.55,6/21/2025
7534,2111,60,42.55,4/14/2025
3981,3560,288,42.54,5/24/2025
1678,3447,99,42.53,1/14/2025
1297,4070,6,42.52,5/9/2025
4169,1055,169,42.5,5/4/2025
2193,4725,289,42.48,6/18/2025
7992,2081,305,42.48,1/27/2025
550,357,233,42.47,4/13/2025
4618,4114,301,42.47,4/23/2025
5607,37,314,42.46,4/2/2025
1025,348,166,42.44,1/24/2025
592,4156,48,42.43,1/3/2025
1682,1897,153,42.42,4/8/2025
4237,1909,198,42.42,1/14/2025
4411,2606,286,42.42,4/19/2025
7263,,158,42.41,4/26/2025
7890,771,349,42.41,1/28/2025
1537,428,274,42.4,1/18/2025
5471,653,227,42.4,1/5/2025
1497,2134,294,42.39,1/24/2025
7611,3464,125,42.39,12/25/2024
1474,4566,229,42.38,2/8/2025
6920,922,308,42.36,4/22/2025
702,1775,165,42.35,2/21/2025
1784,2512,215,42.35,4/2/2025
3260,295,216,42.35,6/2/2025
3772,1904,289,42.35,12/25/2024
5505,1424,317,42.35,2/10/2025
3372,1498,278,42.34,6/21/2025
2047,3364,192,42.33,1/18/2025
3854,60,8,42.33,2/3/2025
2843,,105,42.32,5/31/2025
7813,3055,210,42.32,5/30/2025
2670,2110,179,42.31,3/16/2025
2743,1501,339,42.3,3/10/2025
757,3292,23,42.29,6/17/2025
5224,348,94,42.29,4/25/2025
5287,2897,308,42.28,1/8/2025
4930,3940,188,42.27,5/8/2025
6651,4020,16,42.26,5/8/2025
639,3691,228,42.25,4/24/2025
1489,1646,155,42.25,2/3/2025
2124,38,154,42.25,5/14/2025
572,877,122,42.24,4/15/2025
7290,2245,295,42.24,1/6/2025
5255,,224,42.23,4/8/2025
264,3097,13,42.2,3/16/2025
2377,2527,106,42.2,1/7/2025
3571,3999,149,42.2,5/25/2025
1176,2473,8,42.19,6/20/2025
2905,2932,38,42.19,3/10/2025
591,2642,119,42.18,2/25/2025
7146,4581,189,42.18,12/27/2024
2470,4510,224,42.17,5/15/2025
3394,3549,23,42.16,2/21/2025
3649,2991,283,42.15,2/9/2025
6514,1523,346,42.14,3/27/2025
7708,3219,137,42.14,3/22/2025
558,3568,322,42.13,4/25/2025
2494,4301,44,42.13,1/25/2025
2099,4931,127,42.12,1/2/2025
7685,1578,194,42.12,4/6/2025
2517,3232,307,42.11,3/14/2025
6110,,280,42.1,2/27/2025
2813,1972,341,42.09,3/15/2025
6025,1458,233,42.09,3/10/2025
7143,41,4,42.08,5/22/2025
2667,4311,172,42.07,5/24/2025
4757,1268,83,42.07,6/11/2025
5190,2875,57,42.07,3/3/2025
7118,4922,314,42.06,6/1/2025
3197,2254,109,42.04,2/20/2025
3356,70,330,42.04,4/24/2025
1436,1913,100,42,3/28/2025
278,1417,86,41.99,5/26/2025
556,3410,85,41.99,3/24/2025
1102,1164,173,41.99,6/16/2025
2239,1242,336,41.99,6/11/2025
5520,3580,213,41.98,2/4/2025
5985,1457,198,41.97,3/21/2025
7151,1869,345,41.97,1/1/2025
6968,75,215,41.96,2/15/2025
96,2703,295,41.95,6/14/2025
4552,229,233,41.95,6/15/2025
7210,753,128,41.95,12/25/2024
3756,3549,63,41.94,3/8/2025
3767,4125,130,41.94,1/17/2025
7969,593,7,41.94,6/10/2025
868,2597,43,41.93,12/29/2024
295,4940,134,41.92,4/12/2025
1830,611,301,41.91,4/23/2025
3651,,14,41.91,3/18/2025
6380,2987,70,41.9,2/28/2025
4448,3714,206,41.89,6/9/2025
6730,1064,269,41.89,3/31/2025
2982,2605,350,41.88,4/5/2025
5888,2842,135,41.88,5/5/2025
7561,3120,90,41.88,1/19/2025
3899,1765,178,41.87,12/31/2024
3576,2321,56,41.86,1/29/2025
2389,2891,184,41.84,3/7/2025
7987,3411,311,41.84,4/26/2025
1205,1195,216,41.83,5/7/2025
472,2580,304,41.81,6/1/2025
3064,887,244,41.79,2/22/2025
5613,2037,198,41.78,2/20/2025
6516,571,245,41.75,12/26/2024
7121,2886,194,41.75,4/19/2025
7303,1881,49,41.75,4/15/2025
3932,4680,204,41.73,2/14/2025
836,3443,269,41.72,3/12/2025
4380,3778,334,41.69,3/5/2025
4933,4072,198,41.69,1/4/2025
5210,666,331,41.69,5/8/2025
7284,3412,344,41.69,5/16/2025
1391,1802,90,41.68,1/26/2025
4864,4755,4,41.68,4/26/2025
6016,286,12,41.68,5/8/2025
1916,3222,11,41.67,5/22/2025
3907,2335,321,41.67,5/31/2025
229,4156,304,41.66,5/22/2025
559,4985,236,41.66,12/31/2024
2500,1285,10,41.66,3/17/2025
3290,1255,1,41.66,4/27/2025
6038,1366,151,41.66,2/12/2025
2626,4781,176,41.65,3/8/2025
3868,2351,256,41.64,3/10/2025
3413,2670,104,41.63,4/5/2025
7214,1182,198,41.63,12/28/2024
5356,3861,232,41.6,3/1/2025
5164,4963,12,41.58,1/17/2025
4753,2288,262,41.56,1/2/2025
2965,1458,263,41.55,1/21/2025
798,770,345,41.54,3/27/2025
4209,4971,94,41.53,2/14/2025
4335,12,325,41.51,3/14/2025
3534,3433,311,41.49,6/6/2025
161,3171,29,41.48,6/10/2025
7139,1835,177,41.48,1/2/2025
1543,1867,246,41.46,3/31/2025
2740,3456,210,41.46,6/10/2025
5526,3410,326,41.44,5/15/2025
2221,4537,32,41.43,2/26/2025
5713,1932,93,41.42,6/2/2025
6138,,131,41.4,2/5/2025
6590,3319,64,41.4,5/16/2025
7260,,21,41.4,1/29/2025
350,2578,87,41.39,6/6/2025
6722,,42,41.39,3/3/2025
3996,3512,77,41.38,1/29/2025
16,669,73,41.37,3/11/2025
5768,2577,194,41.36,4/10/2025
583,4828,200,41.35,4/30/2025
835,4612,187,41.35,5/12/2025
1946,3552,224,41.35,1/22/2025
1002,3969,149,41.32,3/18/2025
1018,,45,41.32,1/31/2025
4338,2343,227,41.31,4/17/2025
4832,810,56,41.29,6/20/2025
7129,1590,268,41.29,4/5/2025
441,1953,75,41.28,2/6/2025
1346,4538,56,41.28,1/6/2025
3464,490,46,41.28,1/26/2025
5129,4385,134,41.28,4/21/2025
1619,1416,347,41.27,3/30/2025
7085,504,309,41.26,4/2/2025
2138,1229,189,41.24,6/13/2025
1715,2810,218,41.23,4/29/2025
5797,3955,228,41.22,4/2/2025
3051,3028,126,41.2,5/21/2025
406,2915,244,41.19,6/17/2025
3501,3307,339,41.19,2/17/2025
5670,1338,209,41.19,6/11/2025
7037,2944,120,41.19,4/10/2025
2560,2737,66,41.18,3/17/2025
671,4955,203,41.16,4/12/2025
3275,2336,1,41.16,6/1/2025
5423,2221,186,41.16,2/3/2025
7430,1419,194,41.14,1/8/2025
2784,3527,291,41.13,6/8/2025
3143,2998,240,41.13,6/8/2025
6714,3349,139,41.13,2/8/2025
1292,627,23,41.11,1/10/2025
2765,712,76,41.1,5/20/2025
6526,4013,325,41.1,5/24/2025
4063,852,111,41.09,3/31/2025
4599,3423,136,41.09,1/18/2025
6507,3295,145,41.09,3/25/2025
7839,3375,34,41.09,4/21/2025
3627,2329,10,41.08,3/31/2025
7857,1897,250,41.07,4/13/2025
3374,4725,344,41.05,2/16/2025
727,1544,76,41.03,6/11/2025
7031,330,345,41.03,3/21/2025
2390,3756,125,41,3/23/2025
779,3586,68,40.99,1/8/2025
1637,4420,71,40.99,1/26/2025
6238,4733,132,40.99,2/14/2025
444,2187,261,40.98,4/4/2025
3021,320,323,40.98,3/22/2025
5763,4456,214,40.98,2/6/2025
4910,1277,245,40.97,1/11/2025
353,1266,346,40.95,4/15/2025
5131,419,338,40.95,12/27/2024
1467,443,264,40.92,1/21/2025
3475,423,93,40.92,1/3/2025
3786,4005,234,40.92,3/26/2025
3221,1483,88,40.91,12/24/2024
3474,3628,277,40.91,4/30/2025
3292,855,311,40.9,5/5/2025
6682,1576,278,40.9,4/24/2025
3357,1347,142,40.89,1/28/2025
5294,3645,29,40.89,2/24/2025
5454,2908,259,40.89,2/28/2025
307,3671,169,40.88,3/8/2025
3431,4650,324,40.88,5/20/2025
3970,3812,296,40.88,2/15/2025
1493,4856,339,40.86,12/25/2024
4325,1589,222,40.86,6/3/2025
6854,3812,182,40.86,2/19/2025
1302,3336,38,40.85,6/21/2025
2005,1246,117,40.85,12/28/2024
202,976,341,40.84,1/22/2025
4133,3692,224,40.84,5/15/2025
6304,734,61,40.84,4/24/2025
439,,262,40.83,6/4/2025
5848,4232,60,40.83,3/31/2025
163,1965,11,40.82,2/13/2025
3921,3308,214,40.82,6/8/2025
3980,1264,190,40.8,5/3/2025
5174,4388,107,40.8,2/28/2025
3643,1747,37,40.79,1/16/2025
4941,3619,214,40.79,6/15/2025
5560,4851,327,40.79,5/7/2025
6885,1346,303,40.79,5/22/2025
4524,4654,60,40.78,5/23/2025
6694,2822,260,40.77,5/20/2025
2120,1059,183,40.76,1/12/2025
7199,83,293,40.75,5/15/2025
7957,4548,259,40.75,4/30/2025
1051,639,272,40.73,6/16/2025
637,3433,92,40.72,3/29/2025
1375,4953,135,40.72,3/13/2025
1622,516,55,40.71,1/30/2025
2065,1760,34,40.71,2/5/2025
6457,4218,50,40.69,4/30/2025
5364,4445,210,40.68,1/16/2025
3962,1658,212,40.67,5/20/2025
4998,4019,138,40.67,5/9/2025
6224,869,206,40.67,1/23/2025
6533,2911,76,40.67,4/10/2025
7512,855,25,40.67,1/8/2025
2925,3666,84,40.66,1/27/2025
2996,1714,334,40.64,4/7/2025
3264,2901,327,40.64,5/21/2025
5457,4260,212,40.64,2/23/2025
6116,809,168,40.64,12/25/2024
7173,4980,206,40.64,4/8/2025
343,3143,23,40.63,4/20/2025
4081,1703,219,40.63,3/24/2025
5953,4574,216,40.63,5/28/2025
555,171,43,40.62,5/30/2025
3522,1242,247,40.61,6/14/2025
840,291,47,40.6,5/12/2025
4962,1182,317,40.58,1/8/2025
2294,255,99,40.57,2/17/2025
35,3363,164,40.56,4/4/2025
2660,1724,85,40.54,1/27/2025
1581,4404,230,40.53,5/3/2025
6508,1782,6,40.53,3/1/2025
3784,3286,255,40.52,2/16/2025
7910,2623,102,40.52,4/3/2025
5721,4453,251,40.49,2/16/2025
2997,468,59,40.48,5/12/2025
4796,,248,40.48,2/15/2025
4216,2011,59,40.47,3/5/2025
6374,1934,145,40.47,3/4/2025
6565,1201,70,40.47,1/23/2025
3038,3634,211,40.46,6/20/2025
4202,4052,70,40.46,2/5/2025
2622,553,327,40.45,6/13/2025
4401,1998,6,40.45,6/8/2025
5832,4656,55,40.45,3/15/2025
7927,1275,340,40.45,1/5/2025
1058,1743,103,40.44,3/20/2025
5976,4187,228,40.44,12/26/2024
3724,4014,256,40.43,1/7/2025
1836,3000,36,40.42,5/3/2025
6180,4780,132,40.42,12/29/2024
3893,4562,207,40.41,1/17/2025
4112,3023,176,40.41,2/21/2025
5156,3294,174,40.41,1/9/2025
5368,4849,288,40.41,12/30/2024
3616,2697,296,40.4,4/9/2025
4444,788,340,40.4,2/5/2025
7006,3841,109,40.39,6/8/2025
4224,439,205,40.38,2/2/2025
5109,1912,348,40.38,4/16/2025
6257,4733,28,40.37,1/12/2025
5597,3050,20,40.36,5/11/2025
1444,4977,188,40.34,3/3/2025
4664,4498,276,40.33,2/16/2025
7618,3042,224,40.33,3/19/2025
4199,3829,156,40.32,1/5/2025
1585,4699,153,40.29,4/10/2025
586,592,27,40.27,1/7/2025
3487,4916,315,40.27,2/1/2025
4939,4,55,40.27,4/11/2025
5747,3401,87,40.26,1/2/2025
332,1249,279,40.25,4/9/2025
5112,2018,305,40.24,1/20/2025
392,,326,40.23,1/21/2025
1312,,267,40.23,5/19/2025
7086,4528,164,40.23,2/8/2025
6793,1594,58,40.21,2/19/2025
5963,3217,228,40.2,4/9/2025
1392,2013,52,40.19,3/23/2025
3312,4589,237,40.19,3/21/2025
7516,2935,140,40.19,5/10/2025
3111,1624,4,40.15,3/6/2025
3550,4310,83,40.15,4/16/2025
4463,879,100,40.15,5/4/2025
4960,4587,106,40.15,1/11/2025
1287,261,161,40.14,5/31/2025
4700,4536,333,40.14,2/4/2025
3389,520,185,40.11,3/25/2025
3828,3406,161,40.1,6/3/2025
5102,3343,278,40.08,2/24/2025
6212,,270,40.07,5/24/2025
5969,3315,164,40.06,3/29/2025
6261,3543,287,40.04,2/4/2025
4693,557,252,40.03,1/8/2025
5105,3565,312,40.03,1/31/2025
5232,2340,20,40.03,3/13/2025
5767,1852,270,40.03,5/9/2025
7212,4601,294,40.03,4/5/2025
5889,2564,3,40.02,1/20/2025
4391,273,228,40,4/10/2025
7391,49,5,40,3/13/2025
7689,3901,315,40,4/15/2025
1695,1731,101,39.99,5/8/2025
6102,1506,36,39.99,3/1/2025
5377,4857,308,39.97,1/12/2025
4619,41,95,39.96,6/13/2025
5077,2429,284,39.96,1/26/2025
3764,3860,220,39.94,4/9/2025
3972,3506,323,39.93,3/15/2025
6510,138,231,39.93,1/11/2025
341,2471,293,39.92,5/23/2025
4924,4001,111,39.91,2/22/2025
110,3765,210,39.9,6/1/2025
5632,103,222,39.9,5/24/2025
2830,2209,239,39.88,2/14/2025
4840,3874,64,39.88,1/24/2025
129,3620,228,39.87,3/1/2025
530,,345,39.87,1/11/2025
6422,398,263,39.86,6/21/2025
819,3155,116,39.84,5/24/2025
6895,2555,99,39.83,4/6/2025
4339,538,61,39.82,2/27/2025
2949,4575,316,39.81,3/9/2025
7711,921,325,39.81,3/14/2025
5417,3487,207,39.8,4/7/2025
6612,3615,287,39.8,4/30/2025
2627,3827,193,39.79,1/19/2025
1089,3487,162,39.76,3/23/2025
4645,1963,12,39.76,12/24/2024
5575,4308,271,39.76,1/11/2025
7052,4021,318,39.76,4/7/2025
3407,2945,284,39.75,3/31/2025
4831,2613,171,39.75,2/19/2025
1975,4376,16,39.74,4/23/2025
2724,4249,176,39.72,2/12/2025
3291,2164,228,39.72,12/28/2024
3997,498,191,39.71,4/18/2025
5590,2732,1,39.71,6/12/2025
65,1668,215,39.7,1/14/2025
4887,1227,225,39.7,2/15/2025
7297,1115,202,39.7,1/22/2025
1567,1209,161,39.68,4/11/2025
6189,3021,126,39.68,5/25/2025
3360,440,294,39.67,1/2/2025
4718,3187,240,39.67,5/27/2025
2781,4229,173,39.66,3/20/2025
1365,1774,106,39.65,2/1/2025
1889,2900,205,39.65,4/6/2025
1962,3779,56,39.65,4/3/2025
2017,4030,231,39.65,3/31/2025
325,1064,98,39.64,3/6/2025
7591,2603,4,39.64,6/9/2025
7147,1885,223,39.62,5/12/2025
2394,4309,104,39.61,4/19/2025
5402,1230,101,39.6,12/31/2024
5699,1955,251,39.6,3/2/2025
5024,250,137,39.59,6/9/2025
6729,1404,259,39.58,1/15/2025
6121,503,112,39.56,2/14/2025
1138,,60,39.54,2/7/2025
526,1541,23,39.53,4/29/2025
3667,1658,287,39.53,6/5/2025
1442,38,322,39.52,2/15/2025
7103,4212,333,39.52,2/20/2025
7712,1426,239,39.52,5/4/2025
4708,381,179,39.49,3/23/2025
4774,2351,129,39.49,2/21/2025
5645,1113,323,39.47,2/13/2025
5539,662,303,39.45,2/9/2025
7422,225,187,39.45,1/1/2025
1378,2980,29,39.44,4/8/2025
6167,4748,154,39.44,1/12/2025
4193,788,14,39.43,5/6/2025
2283,4442,16,39.41,3/5/2025
48,2250,344,39.39,3/8/2025
413,4343,292,39.39,1/5/2025
4839,1141,275,39.38,1/3/2025
6840,2845,118,39.38,4/6/2025
5489,3706,19,39.36,2/12/2025
6886,1646,206,39.36,6/14/2025
7464,3252,101,39.35,2/28/2025
2936,,87,39.34,1/27/2025
3822,1883,109,39.33,6/14/2025
4469,2675,111,39.33,3/13/2025
981,3980,281,39.31,6/8/2025
3113,4360,237,39.29,4/23/2025
128,2959,210,39.28,5/23/2025
5592,4227,32,39.28,5/29/2025
6414,2071,42,39.28,3/11/2025
3909,52,213,39.27,5/24/2025
213,2401,162,39.26,1/17/2025
6857,2964,275,39.25,3/28/2025
4660,2766,41,39.24,5/13/2025
7414,3024,13,39.24,3/29/2025
6757,3284,35,39.23,3/28/2025
7595,4472,136,39.23,6/7/2025
2491,47,107,39.22,3/4/2025
2577,152,121,39.21,5/18/2025
1260,2691,22,39.2,2/10/2025
1049,573,7,39.19,4/24/2025
6535,2877,217,39.19,5/18/2025
1565,884,250,39.18,3/19/2025
6420,1371,10,39.17,3/16/2025
7657,3239,51,39.17,3/15/2025
859,3775,57,39.16,1/20/2025
4460,2320,254,39.16,3/31/2025
4513,1314,112,39.16,5/5/2025
5348,4878,68,39.15,4/23/2025
4358,471,128,39.14,2/24/2025
3835,2897,155,39.13,6/3/2025
2094,4621,164,39.12,5/27/2025
4794,3973,293,39.12,3/26/2025
5173,3396,269,39.11,2/22/2025
5939,2185,210,39.11,12/31/2024
4260,2808,266,39.1,5/12/2025
7907,4354,312,39.1,1/10/2025
2718,,148,39.09,3/11/2025
3032,4211,230,39.09,1/8/2025
5028,156,62,39.09,4/19/2025
1092,4212,160,39.08,6/19/2025
3000,2759,208,39.08,1/8/2025
5895,3685,55,39.08,3/31/2025
411,4777,76,39.07,4/21/2025
5572,3709,237,39.06,1/26/2025
3979,3938,203,39.05,3/5/2025
7619,294,62,39.05,5/3/2025
3432,2602,200,39.04,5/14/2025
7869,1733,94,39.02,1/26/2025
7892,4915,133,39.02,5/22/2025
5358,3071,147,39,5/21/2025
6183,3666,119,39,1/1/2025
3171,1072,98,38.99,4/27/2025
4817,710,98,38.98,2/24/2025
209,1558,236,38.97,6/16/2025
259,,138,38.95,5/24/2025
6065,2872,184,38.95,5/26/2025
1364,1624,20,38.93,6/3/2025
1696,1686,6,38.93,4/2/2025
2418,4993,200,38.93,1/2/2025
5288,4413,206,38.93,5/8/2025
5522,245,47,38.93,1/9/2025
3917,579,88,38.92,2/21/2025
5820,4897,86,38.91,4/20/2025
6489,1121,94,38.91,1/1/2025
7900,2860,346,38.9,2/7/2025
3844,,136,38.89,3/9/2025
5787,2679,240,38.88,4/26/2025
7462,4394,189,38.88,5/23/2025
1128,3933,110,38.87,4/17/2025
3083,,157,38.86,5/9/2025
6934,3793,60,38.86,1/25/2025
2882,1453,195,38.84,3/29/2025
7820,2632,275,38.83,5/6/2025
3339,1764,62,38.82,2/17/2025
5947,678,275,38.8,4/5/2025
1960,3432,288,38.76,1/9/2025
5660,86,62,38.76,4/21/2025
7718,4896,181,38.76,3/6/2025
3151,4948,274,38.75,5/5/2025
