id_jugador,id_juego,puntuacion,fecha
173,277,7,4/27/2025
2532,38,8,7/12/2024
1464,8,1,8/3/2024
1068,224,8,11/30/2024
1565,224,10,7/26/2024
4542,256,6,1/7/2025
4861,208,8,4/27/2025
3102,323,2,5/28/2025
3809,202,,6/18/2025
3870,157,7,7/25/2024
1776,165,5,7/30/2024
2453,261,,10/5/2024
2067,96,1,12/21/2024
172,67,9,9/30/2024
1516,158,6,1/13/2025
1350,252,6,9/14/2024
2517,178,10,9/17/2024
2827,116,4,2/16/2025
703,283,4,9/25/2024
320,46,2,9/25/2024
339,290,1,10/13/2024
1990,172,1,5/3/2025
2673,237,10,10/28/2024
1517,331,4,8/24/2024
4132,304,8,11/17/2024
545,317,8,3/26/2025
1896,343,6,5/3/2025
4717,261,1,5/9/2025
1184,295,3,5/11/2025
1611,161,10,2/15/2025
1521,247,7,3/8/2025
781,274,4,10/22/2024
3646,260,8,1/6/2025
1806,160,6,8/21/2024
2511,268,6,9/7/2024
711,49,7,11/26/2024
4075,203,4,12/16/2024
3957,204,7,10/19/2024
2990,255,9,8/10/2024
1541,151,6,7/14/2024
558,297,2,10/10/2024
4364,259,10,9/19/2024
1554,83,8,5/2/2025
178,19,4,7/18/2024
3389,246,,3/17/2025
993,181,5,1/18/2025
3499,277,1,5/14/2025
493,133,8,4/19/2025
316,79,4,12/3/2024
779,109,6,3/9/2025
568,40,9,12/12/2024
3602,43,10,12/3/2024
370,340,6,7/2/2024
1661,218,9,10/5/2024
1820,27,4,9/15/2024
2596,160,,2/16/2025
4318,200,2,5/6/2025
4509,213,8,12/28/2024
993,44,4,8/12/2024
3232,123,2,10/6/2024
1476,229,3,9/20/2024
2025,11,4,12/28/2024
3394,183,10,11/12/2024
2713,215,8,8/31/2024
4017,339,10,8/13/2024
2989,109,10,4/28/2025
2248,201,6,10/12/2024
1726,332,6,1/13/2025
2711,194,6,10/27/2024
2291,296,6,6/19/2025
1989,128,1,9/9/2024
4063,188,10,11/22/2024
2212,18,,4/9/2025
952,88,5,12/7/2024
2611,321,5,5/11/2025
2356,281,,3/2/2025
671,40,5,5/15/2025
3032,223,5,4/21/2025
347,274,8,12/21/2024
4748,197,4,8/6/2024
3602,214,1,7/26/2024
1702,264,8,5/12/2025
4542,252,5,4/3/2025
614,111,4,1/21/2025
3546,28,7,8/29/2024
4793,301,4,10/18/2024
2461,97,10,7/22/2024
1127,319,4,2/5/2025
2184,242,4,9/29/2024
4826,263,4,11/21/2024
4675,292,1,4/10/2025
4272,31,1,11/1/2024
1800,26,1,7/22/2024
3896,30,4,4/30/2025
737,72,9,1/30/2025
2259,253,10,8/12/2024
482,126,2,2/10/2025
2919,224,9,10/23/2024
1087,275,10,12/16/2024
3496,39,9,11/4/2024
2322,90,9,4/10/2025
1016,188,6,6/3/2025
2282,59,5,6/1/2025
2224,218,3,5/15/2025
2829,301,7,4/2/2025
2144,303,3,3/10/2025
4391,240,9,3/24/2025
2591,173,,5/27/2025
238,97,2,11/18/2024
251,4,3,10/27/2024
4459,153,7,12/18/2024
4690,231,1,7/18/2024
1545,237,10,9/7/2024
3355,213,10,7/12/2024
2371,145,9,12/22/2024
952,177,,7/28/2024
995,298,10,12/27/2024
4815,110,,11/11/2024
926,180,2,2/28/2025
2885,187,10,8/18/2024
3056,194,6,11/18/2024
3138,263,3,7/20/2024
4529,112,10,12/6/2024
4937,348,10,1/15/2025
3024,32,1,6/27/2024
1573,325,5,9/8/2024
3573,184,1,9/9/2024
2300,242,5,11/28/2024
2756,205,2,3/15/2025
4947,302,1,2/13/2025
2050,155,8,2/28/2025
512,83,9,6/7/2025
1499,104,5,1/4/2025
4148,197,9,2/4/2025
3850,333,10,9/18/2024
584,101,9,6/17/2025
4116,168,2,3/20/2025
2866,142,7,5/18/2025
492,347,1,6/26/2024
605,141,10,10/9/2024
4591,265,3,2/6/2025
1714,290,2,4/5/2025
3706,172,1,12/19/2024
4863,9,9,10/1/2024
2740,268,10,2/7/2025
1040,285,4,10/28/2024
1009,347,,5/10/2025
1691,107,7,12/22/2024
6,16,6,9/23/2024
594,259,6,1/31/2025
4524,77,4,8/31/2024
3135,284,,7/27/2024
1017,44,5,4/3/2025
2192,292,9,7/6/2024
1415,318,,1/7/2025
1967,41,,7/26/2024
2910,103,4,3/29/2025
2995,116,8,11/21/2024
3517,171,10,11/1/2024
4133,305,10,7/21/2024
1101,176,10,4/27/2025
3450,182,7,4/3/2025
363,304,5,6/26/2024
2690,267,,2/13/2025
4742,79,1,3/2/2025
2787,169,8,10/3/2024
4262,219,5,3/24/2025
286,246,4,7/29/2024
3122,171,10,1/2/2025
4769,128,4,10/29/2024
3063,96,2,7/23/2024
1989,5,1,3/25/2025
2857,108,6,11/7/2024
2045,10,7,9/29/2024
973,110,4,10/18/2024
2436,153,,11/4/2024
3322,25,9,10/26/2024
3983,210,,12/11/2024
987,241,5,12/20/2024
3404,68,8,2/10/2025
1817,289,,5/6/2025
768,139,8,11/22/2024
4918,166,5,5/21/2025
2184,154,3,6/8/2025
2326,348,1,9/12/2024
3446,215,8,10/31/2024
4383,199,7,1/13/2025
861,271,2,4/22/2025
4157,176,1,10/12/2024
1657,121,8,5/15/2025
2705,293,3,12/18/2024
118,147,5,9/24/2024
3711,329,2,5/18/2025
4161,336,3,9/19/2024
1916,260,10,7/13/2024
4679,38,6,5/5/2025
3878,307,10,11/28/2024
4860,214,2,12/15/2024
3521,343,9,7/4/2024
4795,69,3,6/13/2025
4849,334,8,1/1/2025
1305,136,2,8/19/2024
1972,173,3,11/26/2024
2708,73,10,4/10/2025
3775,268,7,10/10/2024
3450,313,8,6/16/2025
2582,111,10,3/6/2025
2257,344,10,12/13/2024
2886,251,3,8/16/2024
4379,164,9,9/26/2024
2218,183,8,9/14/2024
664,94,5,3/2/2025
965,40,6,4/24/2025
727,329,10,1/24/2025
2279,95,2,1/24/2025
208,282,7,6/3/2025
4137,235,10,11/26/2024
1861,109,8,5/13/2025
1960,196,10,9/15/2024
3043,120,2,11/28/2024
1231,260,6,2/22/2025
3690,285,10,11/9/2024
1716,212,9,12/7/2024
2808,264,6,11/11/2024
3192,233,6,8/5/2024
2371,167,7,3/19/2025
4329,182,2,5/12/2025
3662,11,2,12/14/2024
293,125,,2/14/2025
1566,250,10,1/30/2025
2848,228,,5/10/2025
60,168,1,3/14/2025
1448,323,3,4/26/2025
4575,136,,2/14/2025
2222,332,4,3/28/2025
67,210,4,7/6/2024
4393,279,5,8/10/2024
6,65,2,4/27/2025
865,232,,5/24/2025
2655,302,2,10/8/2024
2909,67,1,8/5/2024
164,247,4,2/5/2025
1030,155,6,7/16/2024
3651,157,8,2/25/2025
4918,13,4,11/5/2024
4430,213,5,9/22/2024
3124,245,2,12/9/2024
4010,142,6,11/1/2024
1938,101,5,5/9/2025
3124,190,2,10/23/2024
4411,179,1,11/3/2024
4371,154,6,1/8/2025
987,89,3,12/23/2024
548,94,,1/2/2025
1686,200,4,12/20/2024
2057,182,4,9/2/2024
3166,340,2,10/30/2024
4742,346,7,7/13/2024
3324,344,7,6/11/2025
1753,296,1,12/6/2024
3286,164,10,2/21/2025
3902,78,4,1/26/2025
4562,344,3,5/25/2025
2602,74,1,10/6/2024
2911,16,9,4/19/2025
2545,145,4,2/27/2025
4306,205,10,4/1/2025
3653,54,9,10/20/2024
2316,274,8,5/23/2025
4107,182,10,2/20/2025
3047,113,9,7/20/2024
1460,138,6,9/7/2024
2952,75,4,12/18/2024
2062,315,,6/13/2025
4505,166,10,3/24/2025
3661,149,5,6/21/2025
1646,210,,1/10/2025
4171,133,,12/11/2024
4363,197,7,2/13/2025
1766,74,10,11/22/2024
1392,325,1,5/17/2025
3465,44,3,12/13/2024
2077,122,8,4/25/2025
1917,68,7,5/3/2025
4532,165,8,7/11/2024
2250,340,8,9/27/2024
4962,213,1,11/14/2024
1910,40,7,6/10/2025
3764,161,3,8/11/2024
1015,113,3,7/26/2024
3185,314,2,3/28/2025
755,71,6,7/11/2024
2646,84,10,7/7/2024
1774,50,1,2/26/2025
3381,308,2,3/4/2025
892,22,4,4/17/2025
2101,245,2,3/24/2025
3608,105,,7/17/2024
2358,227,4,7/17/2024
2715,305,3,8/2/2024
1928,33,7,9/25/2024
2603,272,6,5/30/2025
2225,136,3,11/14/2024
54,341,8,9/26/2024
644,160,9,7/13/2024
670,110,1,5/16/2025
1742,226,6,9/8/2024
4276,54,2,5/6/2025
1854,82,3,4/5/2025
1397,55,8,3/30/2025
2669,28,6,10/29/2024
3540,238,,8/1/2024
2981,241,3,7/11/2024
757,71,5,12/24/2024
1411,312,9,11/10/2024
4016,330,,10/31/2024
100,188,5,9/14/2024
3408,79,9,6/18/2025
4870,297,4,11/11/2024
3122,121,6,2/22/2025
1810,5,7,8/24/2024
2518,239,6,10/10/2024
1537,281,1,6/11/2025
3116,163,6,3/25/2025
821,199,8,1/16/2025
3349,342,7,6/14/2025
1204,84,3,4/5/2025
1477,230,1,4/4/2025
2310,202,,5/4/2025
4834,301,,1/28/2025
3700,153,9,10/28/2024
1194,239,5,11/14/2024
2752,70,4,8/18/2024
4907,263,3,11/15/2024
3835,283,10,11/2/2024
2565,10,2,9/10/2024
3637,317,1,4/24/2025
706,243,4,1/28/2025
655,154,6,12/5/2024
3295,91,,5/14/2025
2754,299,7,4/6/2025
4418,55,8,1/25/2025
4425,39,7,7/13/2024
1728,283,2,2/9/2025
3619,328,4,2/9/2025
3585,215,8,11/7/2024
4065,128,7,2/9/2025
1089,144,2,2/24/2025
2684,79,2,1/31/2025
4757,9,2,10/22/2024
865,281,7,2/24/2025
593,87,7,5/4/2025
4427,69,2,5/13/2025
4397,274,3,10/5/2024
1473,285,8,10/10/2024
2494,113,,10/1/2024
2682,284,8,4/18/2025
689,346,7,11/8/2024
4751,309,8,6/27/2024
2057,294,3,7/21/2024
4692,348,7,8/8/2024
99,345,10,7/28/2024
3576,190,9,12/17/2024
3628,186,5,9/20/2024
4118,105,6,2/27/2025
2724,201,7,2/21/2025
2593,242,1,8/28/2024
3841,206,2,7/28/2024
1303,322,4,4/13/2025
4057,304,9,3/21/2025
3230,171,10,12/29/2024
1715,44,1,5/2/2025
2591,255,8,3/30/2025
3815,27,6,12/24/2024
979,111,,1/18/2025
2591,113,1,4/9/2025
4227,193,7,5/4/2025
3370,27,3,3/23/2025
3501,90,5,4/5/2025
1030,213,1,8/12/2024
4399,48,9,1/23/2025
24,234,10,2/16/2025
2549,276,7,4/30/2025
2177,52,7,6/24/2024
730,217,3,10/20/2024
4264,320,6,3/22/2025
74,51,6,12/21/2024
4916,137,5,2/10/2025
162,150,9,1/22/2025
2666,141,10,8/6/2024
2151,29,10,6/28/2024
2456,118,4,4/27/2025
3927,102,5,9/17/2024
871,22,5,4/24/2025
734,118,8,2/24/2025
1513,49,10,12/23/2024
1872,274,,2/26/2025
1698,132,3,7/8/2024
3145,118,3,11/9/2024
1697,279,8,12/21/2024
3527,347,7,8/28/2024
546,131,10,11/21/2024
4192,317,5,10/1/2024
2006,49,7,10/5/2024
1997,44,2,10/27/2024
3039,302,1,12/2/2024
3075,174,3,10/17/2024
2124,81,3,2/15/2025
3148,136,5,5/2/2025
2231,9,,10/22/2024
2362,139,7,9/16/2024
743,17,1,6/11/2025
645,88,2,11/6/2024
3044,86,10,11/23/2024
360,180,10,8/28/2024
3647,71,6,7/16/2024
2383,61,4,2/6/2025
4575,38,1,5/9/2025
599,59,1,7/4/2024
372,169,6,12/16/2024
1356,59,2,4/8/2025
1508,172,1,4/4/2025
4561,90,7,4/10/2025
2768,270,10,2/12/2025
2858,244,2,7/21/2024
3968,239,4,10/22/2024
152,256,1,12/1/2024
987,241,3,3/22/2025
2305,227,2,12/29/2024
4107,304,8,11/19/2024
637,206,6,4/17/2025
3265,135,6,9/14/2024
2941,70,5,7/3/2024
1121,129,4,1/4/2025
4177,264,5,5/27/2025
4733,232,1,5/28/2025
1684,28,7,6/15/2025
4390,308,8,7/3/2024
4999,62,2,6/5/2025
3729,255,1,8/5/2024
3226,254,3,1/9/2025
924,44,5,9/26/2024
3319,28,4,6/29/2024
1728,315,5,9/11/2024
1645,131,9,3/11/2025
2635,138,6,10/4/2024
2701,206,4,7/26/2024
4975,283,,6/7/2025
4722,187,10,3/25/2025
2145,144,6,10/13/2024
4630,6,5,2/13/2025
924,296,5,5/15/2025
695,19,9,11/18/2024
4769,158,5,1/11/2025
2959,139,6,11/22/2024
4233,344,5,9/17/2024
784,209,5,8/16/2024
3325,176,1,10/18/2024
3226,209,3,1/2/2025
1279,175,6,12/15/2024
252,83,4,8/27/2024
2668,154,8,4/10/2025
4191,128,9,9/13/2024
3509,190,7,3/14/2025
3245,234,8,11/2/2024
1284,270,6,9/21/2024
4839,156,4,8/22/2024
3161,343,,7/1/2024
4420,193,5,10/4/2024
3326,228,8,10/28/2024
3962,262,4,4/6/2025
2586,139,6,8/15/2024
4095,243,3,7/11/2024
2936,136,10,6/24/2024
1628,92,8,9/22/2024
4082,206,1,7/16/2024
2855,162,10,8/30/2024
2920,14,7,5/29/2025
3249,148,1,9/1/2024
4104,231,5,7/3/2024
3119,41,9,1/31/2025
4042,333,7,6/25/2024
2960,13,10,2/10/2025
944,333,1,3/21/2025
659,2,9,8/6/2024
4360,76,9,3/5/2025
322,42,9,10/22/2024
2112,283,4,1/4/2025
1019,312,3,10/3/2024
529,290,,4/12/2025
2181,263,7,3/31/2025
4542,189,3,12/10/2024
1606,16,9,12/12/2024
1778,174,1,7/24/2024
1747,283,2,9/11/2024
2639,172,4,10/21/2024
792,241,9,7/7/2024
509,248,5,5/4/2025
1844,286,3,11/19/2024
2951,55,8,6/13/2025
1474,91,10,8/22/2024
2714,12,2,5/1/2025
1197,211,8,11/2/2024
4934,129,,8/1/2024
3828,336,,10/27/2024
1811,104,10,4/5/2025
1505,47,4,6/17/2025
1593,292,1,10/19/2024
1090,254,10,4/4/2025
30,151,10,10/27/2024
1481,297,6,3/15/2025
3677,323,3,10/25/2024
1851,306,9,9/5/2024
1342,96,6,1/28/2025
1137,153,1,1/22/2025
914,345,7,2/12/2025
2282,78,1,1/9/2025
2069,126,4,1/14/2025
1052,104,3,5/17/2025
4366,260,5,2/15/2025
2100,65,4,9/2/2024
4563,262,10,12/21/2024
3413,89,,4/28/2025
1822,53,4,7/8/2024
2838,27,4,12/4/2024
1394,146,3,2/25/2025
1579,109,7,11/12/2024
428,130,4,11/5/2024
3812,6,1,12/1/2024
1337,283,3,5/17/2025
1605,290,4,12/18/2024
2246,284,8,3/28/2025
1489,212,6,12/24/2024
1428,317,9,6/9/2025
2175,41,3,9/25/2024
3847,146,1,11/12/2024
3546,119,6,1/1/2025
4795,100,10,10/26/2024
464,302,6,11/17/2024
917,147,10,11/21/2024
87,242,1,7/28/2024
4622,291,2,10/11/2024
621,299,7,11/6/2024
2466,210,5,6/11/2025
983,107,2,1/31/2025
2738,179,9,3/8/2025
1901,75,3,1/25/2025
3577,13,7,5/31/2025
4372,64,9,12/13/2024
299,293,10,11/9/2024
4095,233,4,7/2/2024
763,39,,6/22/2024
712,141,10,11/23/2024
972,136,4,6/4/2025
1061,68,10,9/20/2024
1374,151,1,11/29/2024
1165,221,9,1/6/2025
789,160,2,3/23/2025
1651,74,4,3/16/2025
4698,332,7,5/10/2025
189,122,9,5/7/2025
866,326,,11/30/2024
4298,191,4,12/27/2024
2626,136,4,7/28/2024
586,263,3,11/25/2024
3378,345,,5/9/2025
139,145,7,1/22/2025
3471,237,1,1/25/2025
4817,176,8,6/4/2025
2241,202,7,3/3/2025
2732,60,10,3/8/2025
2908,344,4,8/17/2024
4807,328,6,9/29/2024
4252,142,4,5/6/2025
4144,316,8,8/29/2024
4623,284,,8/21/2024
1274,216,8,2/27/2025
4734,6,4,10/1/2024
1360,274,6,6/17/2025
1520,88,2,2/19/2025
4405,143,7,2/1/2025
4722,3,8,5/8/2025
4519,138,3,2/23/2025
1672,56,8,4/28/2025
1577,63,9,1/25/2025
3986,206,,1/16/2025
1613,153,1,5/15/2025
233,122,4,12/2/2024
4073,50,2,9/6/2024
48,329,6,11/20/2024
3506,39,7,2/6/2025
2461,175,3,9/15/2024
2213,319,7,1/10/2025
914,347,10,11/29/2024
4851,13,2,5/4/2025
1811,196,2,2/5/2025
725,13,4,12/6/2024
1173,157,3,9/9/2024
4989,332,5,2/24/2025
3813,89,10,10/18/2024
1174,282,1,2/23/2025
1497,33,10,5/30/2025
1247,47,1,7/24/2024
3665,88,6,10/21/2024
2591,347,,5/31/2025
28,194,5,2/17/2025
1307,25,4,9/18/2024
2808,124,3,6/8/2025
550,34,,7/30/2024
4335,347,8,3/12/2025
4231,267,,6/30/2024
1532,289,7,7/5/2024
4945,169,6,4/13/2025
410,294,1,6/3/2025
623,331,2,5/23/2025
191,334,7,10/16/2024
453,154,9,5/31/2025
3563,155,10,3/15/2025
3434,242,7,5/20/2025
2026,302,6,1/14/2025
2768,192,3,7/2/2024
110,229,9,9/1/2024
4399,85,10,9/22/2024
1183,119,5,12/27/2024
2663,142,3,5/29/2025
3341,318,3,12/25/2024
184,340,6,2/5/2025
4309,292,9,6/17/2025
3916,195,9,3/5/2025
2968,277,7,3/3/2025
2950,257,5,12/28/2024
1534,328,10,5/21/2025
3690,135,2,12/24/2024
2211,276,10,8/5/2024
108,40,1,2/10/2025
4321,263,6,12/24/2024
4592,35,1,10/14/2024
1030,79,10,12/6/2024
1217,212,10,5/23/2025
3778,325,3,12/27/2024
478,338,7,10/26/2024
3523,29,7,6/20/2025
4758,20,7,11/29/2024
1115,224,1,10/2/2024
2534,162,8,8/31/2024
3032,221,9,8/28/2024
2069,92,1,7/8/2024
3992,348,3,7/2/2024
1536,141,,9/9/2024
3651,215,10,9/4/2024
3279,16,8,3/23/2025
1692,137,7,8/18/2024
3698,260,4,9/21/2024
1181,226,6,9/11/2024
4835,19,3,12/28/2024
3157,196,7,4/30/2025
2659,39,1,9/28/2024
2853,170,6,12/14/2024
63,288,2,11/13/2024
1832,43,3,11/24/2024
150,251,7,4/15/2025
145,343,10,12/26/2024
3759,63,6,1/27/2025
3994,185,10,8/28/2024
2012,30,,8/10/2024
4160,208,1,3/4/2025
3337,167,4,12/14/2024
1478,117,4,1/31/2025
3354,73,3,10/19/2024
3766,149,3,11/19/2024
1843,146,8,2/9/2025
502,260,8,1/14/2025
3938,48,,4/30/2025
1080,25,,9/16/2024
2355,104,3,11/23/2024
3125,348,4,4/30/2025
2581,148,3,5/29/2025
4055,294,4,5/5/2025
4239,314,6,7/7/2024
3927,157,6,9/6/2024
2546,319,1,6/8/2025
4522,9,1,12/30/2024
1397,85,5,11/20/2024
2463,132,1,12/26/2024
731,74,7,9/17/2024
1045,187,2,4/18/2025
3298,66,2,6/1/2025
3392,260,7,6/8/2025
1049,106,9,12/16/2024
2892,31,1,5/20/2025
3492,339,,1/5/2025
4949,24,8,10/14/2024
2055,326,4,6/25/2024
404,325,,1/8/2025
4859,48,6,9/9/2024
256,107,4,6/10/2025
1692,119,9,1/20/2025
1345,159,,7/7/2024
2232,172,4,4/25/2025
2062,37,6,9/28/2024
4088,39,,3/15/2025
1464,200,4,6/30/2024
2042,301,4,11/30/2024
2605,285,5,4/26/2025
1366,276,8,9/20/2024
4775,74,6,12/22/2024
664,127,4,1/10/2025
1965,228,5,7/21/2024
3007,180,4,10/9/2024
3575,127,,4/4/2025
3021,164,6,3/12/2025
888,76,5,6/20/2025
3558,100,4,11/3/2024
1000,193,4,5/18/2025
1688,47,8,4/28/2025
3388,163,2,4/2/2025
2241,47,9,10/6/2024
3131,294,9,11/20/2024
616,70,7,1/25/2025
4363,176,10,11/19/2024
1494,162,,1/26/2025
4913,60,6,4/9/2025
1606,253,4,9/16/2024
1110,287,4,7/17/2024
4774,321,6,5/29/2025
3645,65,7,1/2/2025
3522,263,9,7/3/2024
93,101,10,4/5/2025
735,168,,6/20/2025
790,132,,9/15/2024
2110,271,5,5/21/2025
4486,235,10,12/5/2024
3857,255,10,7/3/2024
3715,152,3,3/11/2025
2292,136,6,8/1/2024
2209,121,9,2/3/2025
4833,173,9,6/28/2024
831,256,10,4/6/2025
3777,254,7,6/17/2025
179,132,8,11/11/2024
3562,273,9,10/22/2024
2080,54,4,2/21/2025
3799,212,8,2/17/2025
2821,88,2,2/8/2025
617,219,8,12/30/2024
1030,53,9,9/26/2024
2065,270,,7/13/2024
2845,76,9,4/24/2025
2355,165,9,9/21/2024
2193,113,8,4/9/2025
1277,287,10,11/13/2024
2440,1,5,4/20/2025
3320,234,8,2/23/2025
4618,246,3,10/30/2024
2235,300,9,6/25/2024
2628,258,4,10/31/2024
179,199,1,10/14/2024
2211,148,9,1/22/2025
979,7,2,1/15/2025
2690,278,2,1/24/2025
3485,49,10,2/18/2025
3271,208,10,3/17/2025
3209,45,3,3/27/2025
2008,79,9,6/3/2025
3697,216,4,10/18/2024
2125,162,,12/25/2024
1949,282,6,10/27/2024
1735,45,1,7/23/2024
3784,130,7,11/8/2024
2276,176,8,3/24/2025
1189,205,3,9/19/2024
3485,9,7,3/17/2025
2441,98,8,1/4/2025
4804,258,6,2/28/2025
3897,254,2,3/17/2025
2968,90,,5/9/2025
3802,48,2,4/9/2025
778,316,1,5/1/2025
900,122,4,11/1/2024
2490,178,1,6/22/2024
2164,197,8,12/13/2024
1956,248,7,6/9/2025
528,344,10,5/5/2025
4010,135,9,4/27/2025
4547,174,7,8/31/2024
3664,347,7,7/21/2024
227,331,7,4/17/2025
3261,316,4,10/31/2024
4340,191,9,10/7/2024
552,235,2,8/21/2024
8,33,,6/29/2024
4654,42,6,12/31/2024
2945,189,9,10/12/2024
4775,71,1,1/11/2025
2732,158,2,12/29/2024
3562,83,9,6/11/2025
1332,204,3,3/26/2025
3261,172,5,5/24/2025
1931,42,2,9/4/2024
1572,24,9,5/12/2025
380,335,7,7/3/2024
680,143,2,1/9/2025
3339,195,8,11/8/2024
473,224,4,6/26/2024
1442,104,3,8/17/2024
1403,246,9,2/16/2025
2909,273,10,5/27/2025
3045,255,1,6/19/2025
210,219,7,6/15/2025
2212,217,9,1/13/2025
1304,200,9,8/24/2024
2772,39,7,6/1/2025
183,345,8,6/9/2025
2938,70,9,12/7/2024
743,169,10,5/3/2025
1876,202,7,5/14/2025
1447,107,9,12/27/2024
3820,288,,7/28/2024
1949,309,4,10/30/2024
2313,151,10,5/15/2025
2149,146,8,9/7/2024
1133,314,2,1/15/2025
894,119,2,3/31/2025
3827,55,9,8/2/2024
1121,196,10,5/8/2025
3295,327,8,5/26/2025
3609,85,3,11/7/2024
3831,283,5,2/27/2025
2131,60,10,10/10/2024
1782,165,6,5/20/2025
817,98,4,7/7/2024
4423,256,3,11/30/2024
3384,302,6,2/22/2025
1988,61,7,3/19/2025
3085,135,1,9/20/2024
3238,222,,12/20/2024
4329,192,3,4/21/2025
1726,38,8,11/1/2024
4689,152,4,4/4/2025
360,276,9,11/20/2024
2718,74,7,6/7/2025
2996,57,4,6/23/2024
3365,346,1,10/10/2024
1992,203,,12/18/2024
4214,287,4,5/2/2025
4978,290,8,9/15/2024
363,139,3,7/3/2024
851,248,8,8/6/2024
2502,227,1,2/4/2025
1961,305,4,1/5/2025
1667,337,10,1/5/2025
1583,207,1,7/6/2024
3085,89,,8/13/2024
3834,119,6,7/6/2024
4439,113,10,6/3/2025
1879,249,9,11/22/2024
2493,33,,7/25/2024
264,268,1,10/18/2024
280,86,4,3/11/2025
2138,344,3,8/4/2024
4396,288,9,4/25/2025
3134,97,,7/22/2024
4474,9,10,12/11/2024
1081,242,1,3/3/2025
155,238,5,5/1/2025
1785,97,6,1/4/2025
224,290,10,7/21/2024
9,272,,3/19/2025
3397,33,5,5/4/2025
3665,174,2,8/15/2024
4941,48,5,5/28/2025
454,293,7,12/6/2024
4395,71,,6/14/2025
4904,44,,12/15/2024
4241,163,8,10/4/2024
4988,259,1,10/4/2024
2736,141,1,9/24/2024
3130,337,2,2/17/2025
3078,287,,3/12/2025
896,341,3,5/5/2025
4063,332,1,4/15/2025
475,15,1,10/25/2024
1789,31,1,2/17/2025
2836,41,2,10/25/2024
3287,347,9,12/12/2024
3090,173,9,2/24/2025
3055,346,5,5/9/2025
783,175,1,10/7/2024
4116,299,6,1/14/2025
2831,288,10,9/20/2024
2259,319,3,12/10/2024
3787,273,5,1/1/2025
3258,20,1,10/14/2024
1366,150,6,6/21/2025
353,65,7,4/13/2025
1910,18,8,6/25/2024
70,298,3,4/25/2025
1295,300,4,4/15/2025
3835,330,3,7/5/2024
4073,186,5,6/21/2025
1976,83,6,2/19/2025
1539,133,4,8/31/2024
3192,255,,4/23/2025
3972,291,8,4/2/2025
4403,96,7,6/1/2025
4735,163,8,4/19/2025
545,211,,7/7/2024
3087,76,1,6/20/2025
4554,75,6,11/21/2024
4073,331,4,9/23/2024
101,255,,2/11/2025
3605,307,7,11/23/2024
4816,126,4,4/2/2025
2424,344,1,7/31/2024
524,282,9,8/29/2024
4304,291,5,5/7/2025
3656,89,7,6/2/2025
4983,35,9,9/16/2024
984,253,,11/1/2024
3706,75,5,1/31/2025
4135,300,9,2/2/2025
1503,240,10,9/30/2024
608,329,3,12/31/2024
554,239,5,7/6/2024
1485,184,,5/24/2025
4874,339,1,6/20/2025
296,79,6,11/6/2024
1511,242,4,3/5/2025
1488,279,7,8/5/2024
3048,280,1,3/10/2025
4355,86,9,1/31/2025
4062,284,4,3/18/2025
674,155,7,3/30/2025
4955,341,8,1/21/2025
1903,268,5,10/17/2024
1602,158,2,7/26/2024
2792,91,1,1/8/2025
641,157,10,8/27/2024
664,156,10,2/6/2025
2234,129,4,10/7/2024
3986,20,5,8/30/2024
3603,321,,5/15/2025
22,90,8,6/5/2025
3881,340,1,4/14/2025
3171,85,10,8/11/2024
2695,285,7,4/8/2025
1756,166,4,1/28/2025
2439,182,7,1/8/2025
1151,245,2,1/4/2025
711,124,5,12/28/2024
1594,85,,11/21/2024
2884,263,7,4/2/2025
1126,311,4,11/15/2024
306,45,10,1/8/2025
3308,273,6,8/25/2024
1096,249,6,7/26/2024
4135,20,8,5/15/2025
2230,339,7,9/3/2024
3683,65,,1/10/2025
630,303,,4/20/2025
3999,138,10,2/24/2025
4215,107,2,2/20/2025
755,293,5,9/7/2024
3525,190,5,11/2/2024
822,184,7,7/26/2024
352,344,4,11/4/2024
4069,60,2,5/23/2025
2510,103,4,2/15/2025
3937,254,4,6/19/2025
2448,10,7,8/20/2024
4647,16,7,12/23/2024
1365,126,5,1/22/2025
4222,18,,7/7/2024
1188,97,7,8/26/2024
1843,335,6,5/12/2025
4338,27,10,4/20/2025
3963,21,4,8/22/2024
4083,152,2,8/28/2024
3860,182,9,9/11/2024
568,257,7,6/8/2025
4508,109,6,12/9/2024
3712,266,2,4/3/2025
562,324,7,6/5/2025
2819,102,4,3/24/2025
4522,106,2,6/15/2025
898,309,7,10/14/2024
2091,304,3,1/28/2025
3247,155,1,1/21/2025
1596,235,6,9/14/2024
2855,65,10,7/27/2024
3215,150,9,8/30/2024
2374,4,10,10/16/2024
3120,280,,1/1/2025
572,249,10,10/20/2024
4365,331,10,8/3/2024
4923,198,2,12/16/2024
2270,324,5,11/25/2024
3864,244,10,6/4/2025
3666,110,9,3/7/2025
366,306,7,6/2/2025
2201,243,7,6/16/2025
2780,189,5,11/9/2024
682,13,9,3/13/2025
3096,14,6,7/25/2024
2120,107,7,5/23/2025
675,236,8,1/8/2025
4485,304,9,3/23/2025
3035,330,3,10/10/2024
154,213,5,3/30/2025
1240,52,8,6/28/2024
1194,92,7,12/31/2024
60,128,,11/4/2024
4515,267,,5/17/2025
4773,63,8,9/20/2024
506,61,9,10/29/2024
3751,261,8,8/15/2024
4191,235,4,11/27/2024
4980,172,,5/3/2025
1328,191,8,4/20/2025
