id_sesion,id_jugador,id_juego,fecha_inicio,fecha_fin,duracion
7973,2127,272,2025-04-30 11:20:00,2025-04-30 13:26:00,0 days 02:06:00
7976,1837,289,2025-04-05 12:36:00,2025-04-05 14:07:00,0 days 01:31:00
7977,2641,5,2025-04-17 04:20:00,2025-04-17 04:42:00,0 days 00:22:00
7978,2364,10,2025-05-10 11:14:00,2025-05-10 11:38:00,0 days 00:24:00
7979,2767,235,2025-04-13 10:46:00,2025-04-13 12:21:00,0 days 01:35:00
7980,2154,108,2025-05-05 16:21:00,2025-05-05 16:31:00,0 days 00:10:00
7982,310,341,2025-05-29 21:06:00,2025-05-29 23:40:00,0 days 02:34:00
7984,1164,242,2025-06-14 13:12:00,2025-06-14 13:18:00,0 days 00:06:00
7985,429,219,2025-06-07 01:27:00,2025-06-07 04:03:00,0 days 02:36:00
7988,2397,96,2025-04-06 19:38:00,2025-04-06 20:45:00,0 days 01:07:00
7991,3886,309,2025-06-18 00:29:00,2025-06-18 00:49:00,0 days 00:20:00
7992,4014,159,2025-04-26 14:28:00,2025-04-26 16:34:00,0 days 02:06:00
7993,3077,104,2025-05-11 19:14:00,2025-05-11 20:45:00,0 days 01:31:00
7994,99999,295,2025-04-23 02:18:00,2025-04-23 05:06:00,0 days 02:48:00
7995,3372,55,2025-04-16 05:06:00,2025-04-16 06:27:00,0 days 01:21:00
7996,2530,218,2025-06-18 10:36:00,2025-06-18 10:38:00,0 days 00:02:00
7998,4164,47,2025-04-01 08:03:00,2025-04-01 09:48:00,0 days 01:45:00
7999,3947,303,2025-04-14 14:08:00,2025-04-14 15:16:00,0 days 01:08:00
8000,2969,247,2025-04-22 22:48:00,2025-04-23 00:28:00,0 days 01:40:00
8001,3940,303,2025-05-25 21:10:00,2025-05-25 22:04:00,0 days 00:54:00
8002,889,62,2025-06-01 22:10:00,2025-06-02 00:47:00,0 days 02:37:00
8003,937,190,2025-05-27 06:43:00,2025-05-27 07:52:00,0 days 01:09:00
8004,940,82,2025-05-02 23:29:00,2025-05-03 01:38:00,0 days 02:09:00
8005,1383,199,2025-04-21 18:52:00,2025-04-21 20:18:00,0 days 01:26:00
8006,26,77,2025-06-02 08:23:00,2025-06-02 08:32:00,0 days 00:09:00
8007,4294,50,2025-06-10 23:44:00,2025-06-11 00:22:00,0 days 00:38:00
8008,1595,336,2025-05-26 09:47:00,2025-05-26 10:04:00,0 days 00:17:00
8009,2740,176,2025-05-25 06:59:00,2025-05-25 09:48:00,0 days 02:49:00
8010,2029,150,2025-04-06 19:54:00,2025-04-06 21:07:00,0 days 01:13:00
8013,1310,249,2025-06-11 05:03:00,2025-06-11 07:29:00,0 days 02:26:00
8015,99999,162,2025-03-25 19:18:00,2025-03-25 20:13:00,0 days 00:55:00
8017,1307,100,2025-06-01 20:56:00,2025-06-01 21:08:00,0 days 00:12:00
8020,99999,171,2025-06-08 13:07:00,2025-06-08 13:40:00,0 days 00:33:00
8021,3610,45,2025-05-08 11:44:00,2025-05-08 14:42:00,0 days 02:58:00
8022,2310,313,2025-04-23 22:01:00,2025-04-23 22:02:00,0 days 00:01:00
8023,2719,13,2025-04-29 17:29:00,2025-04-29 19:03:00,0 days 01:34:00
8024,99999,99999,2025-05-20 16:49:00,2025-05-20 17:52:00,0 days 01:03:00
8025,2058,240,2025-04-22 02:53:00,2025-04-22 05:26:00,0 days 02:33:00
8026,4776,268,2025-04-04 00:00:00,2025-04-04 01:48:00,0 days 01:48:00
8028,4946,119,2025-06-15 17:58:00,2025-06-15 20:22:00,0 days 02:24:00
8029,4982,332,2025-05-28 21:16:00,2025-05-28 23:00:00,0 days 01:44:00
8031,4770,110,2025-05-20 07:25:00,2025-05-20 08:04:00,0 days 00:39:00
8034,4021,223,2025-03-29 00:29:00,2025-03-29 02:46:00,0 days 02:17:00
8035,3039,146,2025-04-06 02:41:00,2025-04-06 03:55:00,0 days 01:14:00
8036,4534,271,2025-03-30 00:23:00,2025-03-30 01:48:00,0 days 01:25:00
8037,2632,40,2025-05-23 20:22:00,2025-05-23 23:10:00,0 days 02:48:00
8038,94,32,2025-05-25 14:13:00,2025-05-25 14:56:00,0 days 00:43:00
8039,4792,290,2025-06-04 13:23:00,2025-06-04 14:12:00,0 days 00:49:00
8040,2116,266,2025-04-23 04:14:00,2025-04-23 06:41:00,0 days 02:27:00
8041,3294,219,2025-06-18 21:53:00,2025-06-18 22:32:00,0 days 00:39:00
8042,2495,143,2025-03-31 12:22:00,2025-03-31 13:57:00,0 days 01:35:00
8043,2073,180,2025-04-09 17:54:00,2025-04-09 18:27:00,0 days 00:33:00
8044,3995,170,2025-04-22 05:23:00,2025-04-22 06:14:00,0 days 00:51:00
8045,3476,325,2025-05-10 12:38:00,2025-05-10 13:20:00,0 days 00:42:00
8046,3332,52,2025-05-20 19:27:00,2025-05-20 21:01:00,0 days 01:34:00
8048,1360,57,2025-04-26 14:21:00,2025-04-26 16:25:00,0 days 02:04:00
8049,3454,51,2025-06-16 12:32:00,2025-06-16 14:33:00,0 days 02:01:00
8050,952,261,2025-04-02 11:50:00,2025-04-02 12:21:00,0 days 00:31:00
8051,4617,9,2025-04-27 06:32:00,2025-04-27 08:41:00,0 days 02:09:00
8052,1356,349,2025-04-30 08:35:00,2025-04-30 09:43:00,0 days 01:08:00
8053,489,142,2025-06-06 23:27:00,2025-06-07 00:45:00,0 days 01:18:00
8054,4818,337,2025-06-16 15:03:00,2025-06-16 17:53:00,0 days 02:50:00
8055,4123,160,2025-03-29 20:41:00,2025-03-29 22:21:00,0 days 01:40:00
8056,1845,34,2025-04-26 14:09:00,2025-04-26 16:18:00,0 days 02:09:00
8057,3021,269,2025-06-10 03:58:00,2025-06-10 06:09:00,0 days 02:11:00
8060,1650,118,2025-05-02 17:56:00,2025-05-02 19:54:00,0 days 01:58:00
8061,155,318,2025-06-12 00:58:00,2025-06-12 01:57:00,0 days 00:59:00
8064,3277,76,2025-06-17 15:28:00,2025-06-17 17:08:00,0 days 01:40:00
8067,2657,70,2025-04-16 01:52:00,2025-04-16 02:02:00,0 days 00:10:00
8068,1729,286,2025-06-16 00:57:00,2025-06-16 01:36:00,0 days 00:39:00
8069,175,77,2025-04-07 17:03:00,2025-04-07 19:21:00,0 days 02:18:00
8070,4225,11,2025-05-23 16:15:00,2025-05-23 18:40:00,0 days 02:25:00
8071,3922,74,2025-04-21 03:34:00,2025-04-21 03:38:00,0 days 00:04:00
8072,178,7,2025-06-15 10:05:00,2025-06-15 12:42:00,0 days 02:37:00
8073,4788,217,2025-05-23 19:30:00,2025-05-23 19:51:00,0 days 00:21:00
8074,3562,115,2025-05-25 21:26:00,2025-05-25 23:31:00,0 days 02:05:00
8075,386,249,2025-03-29 14:45:00,2025-03-29 15:55:00,0 days 01:10:00
8077,2126,262,2025-06-15 13:53:00,2025-06-15 15:06:00,0 days 01:13:00
8078,3769,45,2025-06-17 03:07:00,2025-06-17 03:31:00,0 days 00:24:00
8080,3881,33,2025-05-17 17:06:00,2025-05-17 17:16:00,0 days 00:10:00
8082,4428,144,2025-06-05 10:11:00,2025-06-05 12:37:00,0 days 02:26:00
8084,1910,207,2025-04-03 18:17:00,2025-04-03 20:15:00,0 days 01:58:00
8085,4361,17,2025-05-31 15:53:00,2025-05-31 16:00:00,0 days 00:07:00
8086,1788,92,2025-05-20 15:14:00,2025-05-20 17:58:00,0 days 02:44:00
8087,4352,12,2025-04-18 02:31:00,2025-04-18 02:50:00,0 days 00:19:00
8088,2351,303,2025-06-18 05:02:00,2025-06-18 06:48:00,0 days 01:46:00
8089,873,106,2025-05-21 22:16:00,2025-05-21 23:06:00,0 days 00:50:00
8090,922,256,2025-04-18 09:48:00,2025-04-18 10:13:00,0 days 00:25:00
8091,150,141,2025-04-21 13:11:00,2025-04-21 14:14:00,0 days 01:03:00
8093,3938,261,2025-06-18 19:05:00,2025-06-18 21:30:00,0 days 02:25:00
8095,1210,137,2025-05-13 13:35:00,2025-05-13 13:35:00,0 days 00:00:00
8096,879,62,2025-03-28 01:53:00,2025-03-28 03:00:00,0 days 01:07:00
8097,4592,71,2025-04-09 18:58:00,2025-04-09 20:19:00,0 days 01:21:00
8098,1035,195,2025-06-08 22:38:00,2025-06-08 23:13:00,0 days 00:35:00
8099,1101,99999,2025-04-03 11:09:00,2025-04-03 13:08:00,0 days 01:59:00
8100,4450,187,2025-05-15 00:33:00,2025-05-15 02:27:00,0 days 01:54:00
8101,1261,343,2025-03-25 08:13:00,2025-03-25 09:00:00,0 days 00:47:00
8102,3643,68,2025-06-10 06:14:00,2025-06-10 07:58:00,0 days 01:44:00
8103,99999,213,2025-03-28 10:21:00,2025-03-28 12:19:00,0 days 01:58:00
8104,3712,217,2025-03-26 13:15:00,2025-03-26 13:23:00,0 days 00:08:00
8105,4484,38,2025-06-01 08:47:00,2025-06-01 08:48:00,0 days 00:01:00
8106,2268,104,2025-06-17 13:16:00,2025-06-17 14:08:00,0 days 00:52:00
8107,99999,237,2025-03-24 01:00:00,2025-03-24 02:43:00,0 days 01:43:00
8108,162,330,2025-06-17 15:57:00,2025-06-17 17:53:00,0 days 01:56:00
8109,4613,236,2025-03-30 04:00:00,2025-03-30 06:19:00,0 days 02:19:00
8110,2684,4,2025-06-02 06:33:00,2025-06-02 08:52:00,0 days 02:19:00
8111,4869,209,2025-04-29 06:37:00,2025-04-29 09:32:00,0 days 02:55:00
8112,576,284,2025-05-24 17:36:00,2025-05-24 20:25:00,0 days 02:49:00
8113,2957,137,2025-04-10 07:05:00,2025-04-10 10:04:00,0 days 02:59:00
8114,1609,2,2025-06-06 05:22:00,2025-06-06 05:26:00,0 days 00:04:00
8115,99999,248,2025-05-14 18:29:00,2025-05-14 18:38:00,0 days 00:09:00
8116,4905,256,2025-05-10 16:29:00,2025-05-10 16:56:00,0 days 00:27:00
8120,2098,57,2025-06-06 12:51:00,2025-06-06 12:56:00,0 days 00:05:00
8121,1891,218,2025-03-28 01:16:00,2025-03-28 02:18:00,0 days 01:02:00
8122,1011,66,2025-03-24 17:44:00,2025-03-24 18:37:00,0 days 00:53:00
8123,1178,150,2025-05-19 23:22:00,2025-05-20 01:30:00,0 days 02:08:00
8124,2032,209,2025-06-13 15:35:00,2025-06-13 16:58:00,0 days 01:23:00
8126,1193,117,2025-05-21 20:05:00,2025-05-21 22:13:00,0 days 02:08:00
8127,888,123,2025-05-16 05:40:00,2025-05-16 05:51:00,0 days 00:11:00
8128,1995,156,2025-05-19 17:05:00,2025-05-19 18:00:00,0 days 00:55:00
8129,1976,158,2025-04-18 19:10:00,2025-04-18 20:58:00,0 days 01:48:00
8130,346,88,2025-04-03 10:53:00,2025-04-03 13:21:00,0 days 02:28:00
8133,3009,180,2025-04-17 04:26:00,2025-04-17 04:52:00,0 days 00:26:00
8134,2385,310,2025-05-21 00:46:00,2025-05-21 03:22:00,0 days 02:36:00
8135,2991,47,2025-06-02 07:54:00,2025-06-02 10:13:00,0 days 02:19:00
8136,4928,74,2025-06-05 05:51:00,2025-06-05 07:15:00,0 days 01:24:00
8137,4182,237,2025-05-08 06:12:00,2025-05-08 08:19:00,0 days 02:07:00
8138,3104,262,2025-05-06 20:17:00,2025-05-06 21:53:00,0 days 01:36:00
8139,1829,204,2025-06-14 06:57:00,2025-06-14 08:50:00,0 days 01:53:00
8140,3849,239,2025-04-07 16:32:00,2025-04-07 17:54:00,0 days 01:22:00
8141,1433,22,2025-05-25 10:22:00,2025-05-25 10:53:00,0 days 00:31:00
8142,4639,238,2025-05-28 05:51:00,2025-05-28 08:06:00,0 days 02:15:00
8144,99999,175,2025-04-02 02:28:00,2025-04-02 02:51:00,0 days 00:23:00
8145,4855,99999,2025-04-21 23:36:00,2025-04-22 00:54:00,0 days 01:18:00
8146,2226,197,2025-04-15 00:40:00,2025-04-15 03:33:00,0 days 02:53:00
8147,1400,179,2025-04-19 04:47:00,2025-04-19 06:13:00,0 days 01:26:00
8148,4777,86,2025-06-12 02:53:00,2025-06-12 04:43:00,0 days 01:50:00
8149,70,9,2025-04-07 21:29:00,2025-04-08 00:10:00,0 days 02:41:00
8150,1082,123,2025-04-21 03:00:00,2025-04-21 03:25:00,0 days 00:25:00
8151,168,21,2025-05-29 12:47:00,2025-05-29 15:21:00,0 days 02:34:00
8152,4279,243,2025-05-01 12:07:00,2025-05-01 12:31:00,0 days 00:24:00
8153,3579,144,2025-04-11 19:21:00,2025-04-11 22:06:00,0 days 02:45:00
8154,800,82,2025-06-09 15:08:00,2025-06-09 16:20:00,0 days 01:12:00
8155,2232,261,2025-03-30 17:47:00,2025-03-30 19:33:00,0 days 01:46:00
8156,1926,282,2025-06-01 02:08:00,2025-06-01 02:27:00,0 days 00:19:00
8157,1864,182,2025-04-17 01:38:00,2025-04-17 03:13:00,0 days 01:35:00
8158,3560,231,2025-03-30 16:08:00,2025-03-30 16:57:00,0 days 00:49:00
8160,4027,78,2025-04-30 05:56:00,2025-04-30 07:17:00,0 days 01:21:00
8162,870,266,2025-04-13 00:14:00,2025-04-13 01:20:00,0 days 01:06:00
8163,3251,200,2025-05-22 02:31:00,2025-05-22 04:45:00,0 days 02:14:00
8164,1960,115,2025-05-24 21:32:00,2025-05-25 00:21:00,0 days 02:49:00
8165,2290,121,2025-05-17 13:07:00,2025-05-17 15:53:00,0 days 02:46:00
8166,759,201,2025-03-30 14:10:00,2025-03-30 14:16:00,0 days 00:06:00
8167,4560,265,2025-04-09 11:29:00,2025-04-09 13:20:00,0 days 01:51:00
8169,3720,194,2025-04-04 07:53:00,2025-04-04 08:45:00,0 days 00:52:00
8170,4157,173,2025-05-04 12:46:00,2025-05-04 14:43:00,0 days 01:57:00
8171,1439,123,2025-06-07 15:52:00,2025-06-07 17:38:00,0 days 01:46:00
8172,508,150,2025-05-04 22:02:00,2025-05-04 22:28:00,0 days 00:26:00
8173,2220,201,2025-05-06 21:16:00,2025-05-06 21:57:00,0 days 00:41:00
8174,467,48,2025-05-14 19:44:00,2025-05-14 20:13:00,0 days 00:29:00
8175,4075,99,2025-05-27 22:15:00,2025-05-27 22:16:00,0 days 00:01:00
8176,4418,341,2025-04-13 06:34:00,2025-04-13 07:06:00,0 days 00:32:00
8177,2875,346,2025-04-15 02:56:00,2025-04-15 03:52:00,0 days 00:56:00
8179,2958,226,2025-04-18 19:49:00,2025-04-18 21:57:00,0 days 02:08:00
8180,3993,65,2025-04-14 20:52:00,2025-04-14 23:10:00,0 days 02:18:00
8181,4987,69,2025-06-07 21:47:00,2025-06-07 22:14:00,0 days 00:27:00
8182,4060,116,2025-05-19 02:25:00,2025-05-19 02:50:00,0 days 00:25:00
8183,3850,9,2025-05-02 16:28:00,2025-05-02 18:29:00,0 days 02:01:00
8184,76,90,2025-06-11 15:49:00,2025-06-11 16:41:00,0 days 00:52:00
8185,1949,147,2025-05-09 09:45:00,2025-05-09 10:52:00,0 days 01:07:00
8186,3284,114,2025-04-10 05:51:00,2025-04-10 07:07:00,0 days 01:16:00
8187,2073,313,2025-04-10 18:22:00,2025-04-10 20:38:00,0 days 02:16:00
8188,796,205,2025-05-14 22:40:00,2025-05-14 22:40:00,0 days 00:00:00
8189,1828,101,2025-06-16 04:21:00,2025-06-16 04:23:00,0 days 00:02:00
8190,4038,22,2025-06-10 23:07:00,2025-06-10 23:26:00,0 days 00:19:00
8191,3549,192,2025-05-16 10:02:00,2025-05-16 11:28:00,0 days 01:26:00
8192,648,172,2025-05-31 15:43:00,2025-05-31 17:33:00,0 days 01:50:00
8195,1644,123,2025-05-09 08:25:00,2025-05-09 11:06:00,0 days 02:41:00
8196,4636,239,2025-05-14 21:46:00,2025-05-14 21:51:00,0 days 00:05:00
8197,3586,118,2025-04-17 11:41:00,2025-04-17 11:48:00,0 days 00:07:00
8198,1855,248,2025-04-26 11:26:00,2025-04-26 11:28:00,0 days 00:02:00
8199,4578,200,2025-06-02 09:18:00,2025-06-02 11:50:00,0 days 02:32:00
8201,1555,17,2025-06-09 18:51:00,2025-06-09 21:47:00,0 days 02:56:00
8202,4552,77,2025-04-28 09:32:00,2025-04-28 09:40:00,0 days 00:08:00
8203,371,159,2025-06-08 02:03:00,2025-06-08 04:02:00,0 days 01:59:00
8204,705,261,2025-03-31 00:27:00,2025-03-31 01:32:00,0 days 01:05:00
8205,1713,52,2025-04-25 23:20:00,2025-04-26 00:59:00,0 days 01:39:00
8206,2235,50,2025-05-11 02:53:00,2025-05-11 03:48:00,0 days 00:55:00
8207,4405,254,2025-04-21 00:45:00,2025-04-21 02:17:00,0 days 01:32:00
8208,1367,167,2025-05-01 08:03:00,2025-05-01 10:53:00,0 days 02:50:00
8209,546,131,2025-04-08 04:39:00,2025-04-08 05:18:00,0 days 00:39:00
8210,732,42,2025-04-26 13:19:00,2025-04-26 13:26:00,0 days 00:07:00
8211,257,167,2025-06-19 16:49:00,2025-06-19 17:39:00,0 days 00:50:00
8213,4026,146,2025-04-24 13:33:00,2025-04-24 14:09:00,0 days 00:36:00
8214,1934,2,2025-04-30 23:17:00,2025-04-30 23:32:00,0 days 00:15:00
8215,1078,99999,2025-05-10 17:29:00,2025-05-10 18:05:00,0 days 00:36:00
8216,1260,191,2025-05-19 11:28:00,2025-05-19 11:35:00,0 days 00:07:00
8217,4353,222,2025-05-09 08:35:00,2025-05-09 10:17:00,0 days 01:42:00
8218,4256,321,2025-05-02 21:38:00,2025-05-02 22:23:00,0 days 00:45:00
8219,4521,295,2025-04-23 18:43:00,2025-04-23 20:25:00,0 days 01:42:00
8220,277,178,2025-05-05 14:49:00,2025-05-05 16:37:00,0 days 01:48:00
8221,1034,71,2025-06-17 01:30:00,2025-06-17 02:58:00,0 days 01:28:00
8222,3156,74,2025-05-11 05:02:00,2025-05-11 07:15:00,0 days 02:13:00
8223,4233,89,2025-06-16 02:21:00,2025-06-16 03:18:00,0 days 00:57:00
8224,856,300,2025-05-17 07:00:00,2025-05-17 08:32:00,0 days 01:32:00
8225,4821,99999,2025-04-13 05:44:00,2025-04-13 07:56:00,0 days 02:12:00
8226,1200,99999,2025-06-16 17:47:00,2025-06-16 19:20:00,0 days 01:33:00
8227,4327,86,2025-05-27 11:38:00,2025-05-27 12:23:00,0 days 00:45:00
8228,4942,213,2025-05-23 00:35:00,2025-05-23 01:51:00,0 days 01:16:00
8229,4082,19,2025-04-30 23:57:00,2025-05-01 00:44:00,0 days 00:47:00
8230,4079,258,2025-03-29 13:29:00,2025-03-29 16:25:00,0 days 02:56:00
8231,366,350,2025-03-31 13:04:00,2025-03-31 15:43:00,0 days 02:39:00
8232,76,204,2025-04-12 00:28:00,2025-04-12 00:45:00,0 days 00:17:00
8233,2788,294,2025-05-29 07:47:00,2025-05-29 09:53:00,0 days 02:06:00
8234,4484,276,2025-04-25 20:48:00,2025-04-25 21:08:00,0 days 00:20:00
8235,2207,155,2025-05-03 20:08:00,2025-05-03 20:39:00,0 days 00:31:00
8236,2485,102,2025-05-24 14:16:00,2025-05-24 15:10:00,0 days 00:54:00
8237,214,29,2025-06-20 13:30:00,2025-06-20 15:57:00,0 days 02:27:00
8239,331,149,2025-05-12 23:58:00,2025-05-13 01:41:00,0 days 01:43:00
8240,2273,17,2025-06-09 04:35:00,2025-06-09 06:26:00,0 days 01:51:00
8241,1180,68,2025-05-21 21:10:00,2025-05-21 23:12:00,0 days 02:02:00
8242,1117,166,2025-04-01 00:34:00,2025-04-01 01:45:00,0 days 01:11:00
8244,2141,108,2025-04-14 20:59:00,2025-04-14 21:44:00,0 days 00:45:00
8246,3968,216,2025-06-13 03:23:00,2025-06-13 03:48:00,0 days 00:25:00
8247,108,193,2025-06-17 09:25:00,2025-06-17 11:40:00,0 days 02:15:00
8248,3631,111,2025-06-13 10:10:00,2025-06-13 13:07:00,0 days 02:57:00
8249,1570,94,2025-03-30 17:33:00,2025-03-30 19:13:00,0 days 01:40:00
8250,3601,225,2025-04-13 07:04:00,2025-04-13 09:07:00,0 days 02:03:00
8251,3795,263,2025-03-29 16:31:00,2025-03-29 18:22:00,0 days 01:51:00
8253,2801,75,2025-04-29 14:59:00,2025-04-29 17:34:00,0 days 02:35:00
8254,191,104,2025-06-19 20:00:00,2025-06-19 20:41:00,0 days 00:41:00
8255,4969,276,2025-05-19 00:56:00,2025-05-19 01:07:00,0 days 00:11:00
8256,3927,115,2025-04-07 07:41:00,2025-04-07 09:59:00,0 days 02:18:00
8257,3547,221,2025-04-03 22:34:00,2025-04-04 00:15:00,0 days 01:41:00
8260,3363,169,2025-04-07 07:27:00,2025-04-07 08:22:00,0 days 00:55:00
8261,990,277,2025-04-10 10:56:00,2025-04-10 12:16:00,0 days 01:20:00
8262,4783,136,2025-05-27 19:40:00,2025-05-27 21:13:00,0 days 01:33:00
8263,3753,153,2025-06-14 13:48:00,2025-06-14 15:00:00,0 days 01:12:00
8264,3242,49,2025-06-04 09:24:00,2025-06-04 09:54:00,0 days 00:30:00
8265,2243,247,2025-06-07 00:59:00,2025-06-07 01:27:00,0 days 00:28:00
8266,80,312,2025-06-21 14:44:00,2025-06-21 15:29:00,0 days 00:45:00
8267,1826,162,2025-04-02 09:47:00,2025-04-02 12:18:00,0 days 02:31:00
8269,2268,125,2025-05-15 04:04:00,2025-05-15 05:10:00,0 days 01:06:00
8270,193,45,2025-05-21 13:56:00,2025-05-21 14:53:00,0 days 00:57:00
8271,653,196,2025-05-22 01:38:00,2025-05-22 04:19:00,0 days 02:41:00
8272,3807,48,2025-05-31 13:51:00,2025-05-31 14:24:00,0 days 00:33:00
8273,3331,6,2025-06-03 23:41:00,2025-06-04 00:52:00,0 days 01:11:00
8274,4708,153,2025-04-15 08:03:00,2025-04-15 09:36:00,0 days 01:33:00
8275,1885,263,2025-05-27 11:57:00,2025-05-27 14:24:00,0 days 02:27:00
8276,792,278,2025-05-17 11:17:00,2025-05-17 11:44:00,0 days 00:27:00
8277,3497,44,2025-04-03 20:05:00,2025-04-03 22:03:00,0 days 01:58:00
8278,292,194,2025-05-16 03:08:00,2025-05-16 04:50:00,0 days 01:42:00
8279,404,72,2025-04-08 20:26:00,2025-04-08 20:47:00,0 days 00:21:00
8281,1781,285,2025-04-15 18:53:00,2025-04-15 21:33:00,0 days 02:40:00
8282,2263,166,2025-05-03 13:27:00,2025-05-03 13:28:00,0 days 00:01:00
8283,296,149,2025-03-25 21:22:00,2025-03-25 22:56:00,0 days 01:34:00
8284,135,105,2025-05-08 11:47:00,2025-05-08 13:14:00,0 days 01:27:00
8285,3066,254,2025-03-27 17:45:00,2025-03-27 18:52:00,0 days 01:07:00
8286,4072,193,2025-03-26 10:25:00,2025-03-26 11:14:00,0 days 00:49:00
8287,512,26,2025-06-05 05:34:00,2025-06-05 07:37:00,0 days 02:03:00
8288,4790,190,2025-04-12 17:13:00,2025-04-12 18:01:00,0 days 00:48:00
8289,2894,40,2025-04-17 22:47:00,2025-04-17 23:31:00,0 days 00:44:00
8290,332,344,2025-05-19 08:51:00,2025-05-19 09:42:00,0 days 00:51:00
8291,2196,129,2025-05-02 00:57:00,2025-05-02 01:21:00,0 days 00:24:00
8292,2836,167,2025-06-19 09:43:00,2025-06-19 10:27:00,0 days 00:44:00
8293,1900,24,2025-04-25 04:55:00,2025-04-25 07:25:00,0 days 02:30:00
8295,1296,332,2025-04-07 17:46:00,2025-04-07 19:25:00,0 days 01:39:00
8296,3114,290,2025-04-23 07:24:00,2025-04-23 08:33:00,0 days 01:09:00
8297,817,313,2025-04-07 21:22:00,2025-04-07 23:10:00,0 days 01:48:00
8298,99999,34,2025-04-25 04:52:00,2025-04-25 06:59:00,0 days 02:07:00
8299,3921,123,2025-04-23 19:04:00,2025-04-23 19:42:00,0 days 00:38:00
8300,2573,20,2025-05-22 18:05:00,2025-05-22 20:37:00,0 days 02:32:00
8301,1129,312,2025-06-10 02:56:00,2025-06-10 04:43:00,0 days 01:47:00
8302,3958,130,2025-05-25 04:53:00,2025-05-25 07:09:00,0 days 02:16:00
8303,4415,174,2025-05-03 21:46:00,2025-05-03 22:01:00,0 days 00:15:00
8304,3130,44,2025-06-14 15:06:00,2025-06-14 17:44:00,0 days 02:38:00
8305,2039,214,2025-04-28 14:44:00,2025-04-28 15:03:00,0 days 00:19:00
8306,3297,331,2025-04-07 22:57:00,2025-04-07 23:14:00,0 days 00:17:00
8307,1702,118,2025-04-28 18:44:00,2025-04-28 19:20:00,0 days 00:36:00
8308,3495,324,2025-06-17 00:21:00,2025-06-17 01:00:00,0 days 00:39:00
8310,4025,277,2025-06-15 23:49:00,2025-06-16 01:54:00,0 days 02:05:00
8311,308,46,2025-04-08 05:54:00,2025-04-08 07:53:00,0 days 01:59:00
8314,4348,109,2025-03-28 19:43:00,2025-03-28 22:28:00,0 days 02:45:00
8315,128,7,2025-05-05 01:32:00,2025-05-05 01:51:00,0 days 00:19:00
8316,3763,173,2025-06-11 07:43:00,2025-06-11 09:14:00,0 days 01:31:00
8317,4560,177,2025-04-19 20:54:00,2025-04-19 22:06:00,0 days 01:12:00
8318,823,44,2025-06-18 03:19:00,2025-06-18 05:16:00,0 days 01:57:00
8319,4676,283,2025-06-16 22:12:00,2025-06-17 00:58:00,0 days 02:46:00
8320,143,227,2025-06-14 18:45:00,2025-06-14 19:02:00,0 days 00:17:00
8321,2374,323,2025-04-15 01:53:00,2025-04-15 03:52:00,0 days 01:59:00
8322,521,102,2025-06-05 13:09:00,2025-06-05 15:31:00,0 days 02:22:00
8323,1859,276,2025-04-28 23:02:00,2025-04-29 00:01:00,0 days 00:59:00
8325,4022,83,2025-06-03 14:16:00,2025-06-03 15:15:00,0 days 00:59:00
8326,3303,159,2025-06-01 18:50:00,2025-06-01 21:41:00,0 days 02:51:00
8327,4037,15,2025-04-01 07:46:00,2025-04-01 09:49:00,0 days 02:03:00
8328,4115,331,2025-05-18 14:02:00,2025-05-18 16:30:00,0 days 02:28:00
8329,4374,288,2025-04-03 07:53:00,2025-04-03 09:05:00,0 days 01:12:00
8330,4271,275,2025-04-10 06:51:00,2025-04-10 08:45:00,0 days 01:54:00
8331,3951,208,2025-04-03 17:27:00,2025-04-03 18:11:00,0 days 00:44:00
8332,2182,111,2025-03-31 20:25:00,2025-03-31 20:57:00,0 days 00:32:00
8333,617,319,2025-05-03 11:31:00,2025-05-03 13:42:00,0 days 02:11:00
8335,3240,99999,2025-04-20 14:02:00,2025-04-20 14:53:00,0 days 00:51:00
8336,3492,316,2025-04-09 23:06:00,2025-04-10 00:50:00,0 days 01:44:00
8338,632,51,2025-06-05 21:41:00,2025-06-06 00:34:00,0 days 02:53:00
8339,1877,325,2025-05-15 11:47:00,2025-05-15 13:28:00,0 days 01:41:00
8340,792,338,2025-06-05 09:41:00,2025-06-05 10:05:00,0 days 00:24:00
8341,3361,282,2025-04-26 17:27:00,2025-04-26 20:21:00,0 days 02:54:00
8342,4435,192,2025-04-09 01:04:00,2025-04-09 01:16:00,0 days 00:12:00
8344,4306,335,2025-03-29 17:56:00,2025-03-29 18:33:00,0 days 00:37:00
8345,641,326,2025-05-08 18:05:00,2025-05-08 20:49:00,0 days 02:44:00
8346,2746,107,2025-05-31 14:14:00,2025-05-31 16:29:00,0 days 02:15:00
8347,2506,5,2025-05-26 04:12:00,2025-05-26 07:12:00,0 days 03:00:00
8348,4300,139,2025-03-25 11:47:00,2025-03-25 14:04:00,0 days 02:17:00
8350,4133,184,2025-05-11 07:14:00,2025-05-11 08:25:00,0 days 01:11:00
8351,2105,4,2025-03-25 12:14:00,2025-03-25 13:12:00,0 days 00:58:00
8352,1734,131,2025-06-20 08:14:00,2025-06-20 10:43:00,0 days 02:29:00
8353,984,198,2025-05-18 08:36:00,2025-05-18 10:37:00,0 days 02:01:00
8354,1608,107,2025-05-04 17:05:00,2025-05-04 17:42:00,0 days 00:37:00
